ID,Age,Sex,Ethnicity,University_Degree,Flu_Vaccination_History,Living_Area,Before_Perception
2552,47,Female,Latino,Yes,No,Rural,2
2553,30,Female,White,Yes,Yes,Urban,3
2554,61,Female,White,No,No,Urban,4
2555,42,Male,White,No,Yes,Rural,3
2556,23,Male,White,Yes,Yes,Urban,4
2557,49,Female,White,No,Yes,Urban,4
2558,27,Female,Others,No,No,Urban,1
2559,52,Male,Latino,No,Yes,Urban,4
2560,56,Female,White,No,No,Rural,1
2561,37,Female,Latino,Yes,No,Rural,1
2562,33,Female,White,No,No,Rural,4
2563,24,Female,White,Yes,Yes,Urban,4
2564,20,Male,White,Yes,Yes,Urban,5
2565,57,Male,Black,No,No,Urban,2
2566,45,Male,White,No,No,Rural,1
2567,49,Female,White,No,No,Urban,5
2568,63,Female,White,No,Yes,Urban,1
2569,57,Male,Others,Yes,No,Urban,5
2570,21,Female,Black,Yes,Yes,Rural,4
2571,56,Male,White,Yes,Yes,Urban,3
2572,32,Male,Latino,No,Yes,Urban,1
2573,62,Male,Latino,No,No,Rural,4
2574,36,Male,Latino,No,Yes,Urban,1
2575,22,Male,White,No,No,Urban,4
2576,47,Female,Asian,No,No,Rural,1
2577,64,Female,White,No,No,Rural,3
2578,61,Female,White,Yes,No,Urban,3
2579,21,Female,Latino,Yes,No,Rural,1
2580,64,Male,White,No,Yes,Urban,1
2581,48,Male,Latino,Yes,Yes,Rural,2
2582,45,Male,White,No,No,Urban,2
2583,40,Male,White,No,No,Urban,3
2584,64,Female,Latino,No,No,Urban,2
2585,46,Male,White,No,No,Urban,3
2586,47,Female,White,No,No,Urban,4
2587,60,Female,White,Yes,Yes,Urban,2
2588,41,Male,White,No,No,Urban,1
2589,27,Female,White,Yes,Yes,Urban,3
2590,64,Male,White,No,Yes,Rural,3
2591,47,Female,White,No,No,Urban,2
2592,40,Male,White,Yes,No,Rural,4
2593,56,Male,White,Yes,Yes,Urban,1
2594,38,Male,White,No,Yes,Urban,4
2595,18,Female,White,No,Yes,Rural,3
2596,57,Female,Black,No,Yes,Urban,1
2597,27,Male,White,Yes,No,Urban,5
2598,46,Female,White,No,No,Urban,2
2599,48,Female,White,No,No,Urban,4
2600,47,Female,White,Yes,No,Urban,4
2601,56,Male,White,No,No,Urban,2
2602,28,Male,White,No,No,Urban,1
2603,60,Male,Latino,No,Yes,Rural,3
2604,39,Female,White,No,Yes,Urban,3
2605,42,Male,Black,No,No,Urban,5
2606,42,Male,White,No,No,Rural,3
2607,42,Male,Latino,No,Yes,Urban,2
2608,52,Male,Latino,Yes,Yes,Urban,2
2609,52,Male,Black,No,Yes,Urban,3
2610,63,Female,White,Yes,No,Urban,5
2611,52,Male,White,No,No,Urban,2
2612,64,Male,Black,No,Yes,Urban,3
2613,61,Male,White,No,Yes,Urban,3
2614,34,Male,White,No,No,Urban,4
2615,26,Female,White,No,Yes,Urban,2
2616,28,Female,Latino,No,No,Urban,5
2617,56,Male,White,No,Yes,Rural,5
2618,29,Male,Black,No,No,Urban,2
2619,41,Female,White,Yes,No,Urban,5
2620,44,Female,Black,No,No,Urban,1
2621,39,Female,Black,Yes,Yes,Urban,5
2622,23,Female,White,No,No,Urban,1
2623,22,Female,White,No,No,Urban,4
2624,49,Female,White,No,No,Urban,5
2625,26,Female,Black,No,Yes,Urban,4
2626,48,Male,White,Yes,No,Urban,2
2627,33,Male,White,No,No,Urban,1
2628,54,Male,White,No,Yes,Urban,4
2629,36,Male,White,No,Yes,Urban,4
2630,41,Male,Black,Yes,No,Urban,2
2631,29,Female,Latino,No,Yes,Urban,2
2632,58,Female,White,No,No,Urban,1
2633,28,Female,Black,No,Yes,Urban,2
2634,62,Male,White,No,Yes,Rural,5
2635,42,Female,Latino,No,Yes,Urban,2
2636,40,Male,White,No,No,Rural,2
2637,63,Male,Latino,Yes,No,Urban,2
2638,51,Male,White,No,No,Urban,1
2639,32,Female,White,No,Yes,Urban,3
2640,60,Male,Latino,No,No,Rural,3
2641,20,Female,Latino,No,Yes,Urban,5
2642,31,Male,White,Yes,Yes,Urban,5
2643,37,Female,Latino,No,Yes,Rural,5
2644,43,Male,Asian,Yes,No,Urban,4
2645,61,Female,White,No,Yes,Urban,4
2646,54,Female,White,Yes,No,Urban,2
2647,21,Female,White,No,No,Urban,2
2648,57,Female,White,No,No,Rural,4
2649,63,Male,Latino,No,No,Urban,1
2650,63,Male,Asian,No,Yes,Urban,1
2651,52,Male,White,Yes,No,Urban,2
2652,40,Female,Latino,No,No,Rural,5
2653,64,Female,White,No,No,Urban,2
2654,42,Female,White,No,Yes,Urban,3
2655,53,Male,White,No,No,Urban,1
2656,30,Male,White,No,No,Urban,4
2657,45,Male,White,No,Yes,Urban,3
2658,27,Male,White,No,No,Urban,2
2659,30,Female,White,No,Yes,Urban,4
2660,61,Male,Asian,No,Yes,Urban,1
2661,20,Male,Latino,No,No,Urban,1
2662,36,Female,White,No,No,Urban,5
2663,35,Male,White,No,Yes,Rural,1
2664,60,Female,White,Yes,No,Urban,5
2665,55,Female,Latino,No,Yes,Urban,5
2666,63,Male,Latino,No,No,Urban,2
2667,37,Female,White,No,No,Urban,3
2668,30,Female,Black,Yes,No,Urban,1
2669,19,Female,Others,No,No,Urban,1
2670,29,Female,White,No,No,Urban,5
2671,24,Female,White,Yes,Yes,Rural,4
2672,19,Male,Others,No,Yes,Urban,4
2673,38,Female,Black,No,Yes,Urban,2
2674,53,Female,Others,No,No,Rural,1
2675,55,Female,White,Yes,Yes,Rural,5
2676,60,Female,Black,No,Yes,Urban,3
2677,26,Male,Black,No,No,Rural,1
2678,44,Female,White,No,No,Rural,2
2679,28,Male,White,No,Yes,Urban,1
2680,42,Male,Black,No,No,Urban,4
2681,44,Female,White,Yes,No,Urban,4
2682,44,Female,Black,No,Yes,Rural,2
2683,22,Female,White,No,No,Urban,1
2684,34,Male,White,No,Yes,Urban,5
2685,41,Female,White,No,No,Urban,2
2686,19,Male,Others,No,No,Rural,2
2687,56,Female,Latino,No,No,Rural,5
2688,44,Male,Black,No,No,Urban,2
2689,36,Male,White,No,No,Urban,5
2690,64,Male,White,No,Yes,Urban,3
2691,38,Female,Black,Yes,Yes,Rural,1
2692,24,Male,White,No,Yes,Urban,3
2693,31,Male,White,No,Yes,Urban,2
2694,30,Female,White,No,No,Urban,3
2695,23,Female,Latino,No,Yes,Urban,5
2696,47,Female,White,No,No,Urban,5
2697,55,Female,White,Yes,Yes,Urban,1
2698,32,Male,White,No,No,Rural,2
2699,41,Female,White,Yes,No,Urban,4
2700,28,Male,Latino,Yes,Yes,Urban,3
2701,44,Male,Asian,No,Yes,Urban,2
2702,49,Male,Others,No,Yes,Urban,2
2703,50,Female,Latino,Yes,Yes,Rural,1
2704,49,Male,Asian,No,Yes,Urban,2
2705,29,Female,Latino,No,Yes,Urban,2
2706,56,Female,Latino,No,No,Urban,4
2707,38,Male,Others,No,No,Urban,5
2708,42,Male,White,No,No,Urban,2
2709,40,Female,White,No,No,Urban,3
2710,47,Male,Latino,No,Yes,Urban,3
2711,35,Male,White,No,No,Rural,3
2712,43,Male,White,No,No,Urban,1
2713,37,Female,White,No,No,Urban,3
2714,58,Male,Latino,No,Yes,Urban,3
2715,52,Male,Asian,No,No,Rural,5
2716,64,Male,Black,Yes,No,Urban,5
2717,30,Female,White,No,Yes,Rural,1
2718,59,Female,Latino,No,Yes,Urban,5
2719,20,Female,White,No,No,Urban,1
2720,50,Female,Latino,No,Yes,Urban,3
2721,59,Female,Black,Yes,No,Urban,5
2722,59,Male,Black,Yes,No,Rural,2
2723,61,Female,White,Yes,No,Urban,3
2724,19,Male,Latino,No,Yes,Urban,3
2725,39,Male,White,No,Yes,Urban,4
2726,58,Female,Latino,No,No,Urban,3
2727,21,Male,Black,No,No,Urban,4
2728,57,Female,Latino,No,No,Urban,5
2729,56,Male,White,No,No,Urban,3
2730,46,Male,White,Yes,No,Urban,4
2731,47,Male,Asian,No,No,Urban,1
2732,64,Male,White,Yes,No,Urban,4
2733,31,Male,White,No,Yes,Urban,1
2734,19,Female,Latino,No,Yes,Urban,5
2735,33,Male,White,Yes,No,Urban,4
2736,29,Male,Latino,No,No,Rural,4
2737,58,Female,Latino,No,Yes,Urban,1
2738,56,Male,Black,No,No,Urban,2
2739,60,Female,White,No,Yes,Urban,3
2740,55,Male,White,No,Yes,Urban,5
2741,63,Female,Asian,No,No,Urban,5
2742,48,Female,Black,No,Yes,Urban,3
2743,62,Female,Black,No,No,Urban,1
2744,58,Male,White,Yes,Yes,Urban,1
2745,49,Female,White,No,No,Urban,1
2746,50,Female,White,No,Yes,Urban,1
2747,31,Female,Black,No,Yes,Rural,4
2748,29,Male,Latino,Yes,No,Urban,4
2749,62,Female,Latino,No,No,Rural,1
2750,35,Male,White,No,Yes,Urban,3
2751,52,Female,White,No,Yes,Rural,3
2752,26,Male,Latino,No,Yes,Urban,2
2753,43,Male,Latino,No,Yes,Rural,3
2754,29,Male,White,No,No,Urban,2
2755,28,Female,White,No,No,Urban,1
2756,22,Female,Latino,No,Yes,Rural,2
2757,25,Male,White,Yes,No,Urban,1
2758,50,Female,Others,Yes,No,Urban,3
2759,58,Female,White,No,No,Urban,4
2760,30,Female,White,No,No,Rural,4
2761,26,Male,Black,No,No,Urban,1
2762,59,Male,Black,No,No,Urban,2
2763,53,Male,Latino,No,Yes,Urban,4
2764,26,Male,Black,No,Yes,Urban,3
2765,63,Male,Latino,No,No,Urban,3
2766,43,Male,Latino,No,Yes,Urban,1
2767,60,Female,White,Yes,Yes,Rural,1
2768,37,Male,White,No,Yes,Urban,2
2769,45,Male,White,No,Yes,Urban,4
2770,41,Female,White,Yes,Yes,Urban,1
2771,18,Male,Asian,No,Yes,Urban,5
2772,42,Male,White,Yes,Yes,Rural,5
2773,63,Female,White,No,No,Urban,3
2774,28,Female,White,Yes,Yes,Urban,5
2775,22,Female,Asian,No,No,Urban,2
2776,31,Female,White,Yes,Yes,Urban,4
2777,35,Female,Latino,No,No,Urban,3
2778,38,Male,Black,Yes,Yes,Urban,5
2779,54,Female,Latino,Yes,No,Rural,1
2780,63,Female,Latino,Yes,Yes,Rural,2
2781,22,Female,White,No,Yes,Urban,2
2782,31,Male,Black,Yes,Yes,Rural,3
2783,52,Female,Latino,No,No,Urban,2
2784,26,Female,Latino,No,Yes,Urban,2
2785,28,Female,White,No,Yes,Urban,1
2786,21,Male,White,No,Yes,Urban,4
2787,25,Male,White,No,No,Urban,1
2788,54,Female,White,No,Yes,Urban,5
2789,45,Female,Black,No,No,Rural,1
2790,31,Male,White,No,No,Rural,4
2791,62,Male,Others,No,Yes,Urban,2
2792,19,Male,White,No,Yes,Urban,3
2793,46,Female,Latino,No,No,Rural,4
2794,37,Male,White,No,Yes,Rural,3
2795,55,Male,Black,No,Yes,Urban,4
2796,62,Male,Latino,No,Yes,Rural,3
2797,23,Female,White,No,Yes,Urban,3
2798,29,Female,Latino,Yes,Yes,Urban,4
2799,64,Male,Black,Yes,Yes,Urban,3
2800,33,Male,Asian,No,Yes,Urban,5
2801,63,Female,White,Yes,No,Urban,1
2802,19,Male,White,No,No,Urban,3
2803,57,Male,White,No,No,Urban,1
2804,22,Female,White,Yes,Yes,Urban,1
2805,64,Female,White,No,No,Rural,4
2806,37,Male,Latino,No,No,Urban,3
2807,29,Female,White,Yes,No,Urban,5
2808,33,Male,White,Yes,Yes,Urban,5
2809,47,Female,White,No,Yes,Urban,4
2810,37,Male,White,Yes,Yes,Urban,5
2811,38,Male,Black,Yes,No,Urban,1
2812,23,Female,Others,No,Yes,Urban,2
2813,26,Female,White,Yes,No,Urban,2
2814,20,Male,White,No,No,Urban,3
2815,37,Female,Latino,No,No,Urban,2
2816,50,Female,Latino,Yes,No,Urban,2
2817,54,Female,Latino,No,No,Urban,4
2818,34,Female,White,No,No,Urban,4
2819,58,Female,White,No,Yes,Urban,1
2820,32,Female,Latino,No,No,Urban,5
2821,36,Male,White,No,No,Rural,1
2822,30,Female,White,No,No,Rural,1
2823,40,Female,White,Yes,No,Rural,1
2824,61,Male,White,No,Yes,Urban,5
2825,41,Male,White,No,No,Urban,1
2826,41,Male,White,Yes,Yes,Urban,3
2827,44,Female,Latino,Yes,No,Urban,1
2828,40,Male,White,No,No,Urban,5
2829,29,Female,Black,No,No,Rural,5
2830,28,Female,Black,No,No,Urban,2
2831,25,Male,Latino,Yes,No,Urban,3
2832,41,Female,White,No,No,Urban,3
2833,58,Male,White,Yes,No,Urban,3
2834,27,Female,White,Yes,Yes,Urban,2
2835,41,Female,White,No,Yes,Urban,1
2836,28,Female,Black,No,Yes,Rural,5
2837,50,Male,White,No,Yes,Urban,5
2838,46,Male,White,Yes,Yes,Urban,1
2839,30,Female,Latino,No,Yes,Urban,3
2840,45,Female,Others,No,Yes,Urban,1
2841,22,Male,Latino,No,Yes,Urban,1
2842,34,Female,Black,No,Yes,Urban,4
2843,53,Female,Black,No,No,Urban,1
2844,37,Male,Latino,Yes,Yes,Urban,3
2845,21,Female,White,No,No,Rural,1
2846,45,Male,Black,No,Yes,Rural,4
2847,33,Female,Latino,No,Yes,Urban,4
2848,56,Female,Latino,No,Yes,Rural,5
2849,47,Male,White,Yes,No,Urban,4
2850,47,Male,Latino,No,No,Urban,1
2851,37,Male,White,Yes,No,Urban,1
2852,49,Female,White,No,Yes,Urban,1
2853,63,Male,White,No,No,Urban,3
2854,43,Female,Black,No,No,Urban,3
2855,20,Male,White,No,Yes,Urban,4
2856,51,Female,White,Yes,No,Rural,4
2857,27,Female,White,No,Yes,Urban,1
2858,54,Female,White,Yes,No,Urban,1
2859,34,Female,Asian,Yes,Yes,Urban,5
2860,61,Male,White,No,Yes,Urban,3
2861,47,Male,Latino,No,Yes,Urban,2
2862,45,Female,Latino,Yes,Yes,Urban,3
2863,40,Male,White,Yes,Yes,Urban,2
2864,30,Female,Black,No,No,Rural,4
2865,42,Female,Latino,Yes,Yes,Rural,5
2866,60,Female,Latino,No,No,Urban,5
2867,35,Male,White,No,Yes,Urban,1
2868,45,Female,Latino,No,No,Urban,3
2869,52,Female,Latino,No,Yes,Urban,3
2870,19,Female,Black,No,No,Urban,4
2871,22,Female,White,Yes,No,Rural,3
2872,35,Female,Others,Yes,No,Urban,2
2873,61,Male,Black,Yes,No,Urban,3
2874,54,Male,White,No,Yes,Urban,1
2875,61,Male,White,Yes,Yes,Urban,3
2876,51,Female,Asian,No,No,Urban,3
2877,28,Male,Black,Yes,Yes,Urban,3
2878,52,Female,White,No,No,Urban,5
2879,42,Female,White,No,No,Urban,1
2880,46,Female,White,No,Yes,Urban,4
2881,63,Female,Latino,Yes,No,Urban,5
2882,18,Male,White,No,No,Urban,5
2883,54,Female,White,No,Yes,Urban,2
2884,29,Male,Latino,Yes,Yes,Rural,1
2885,62,Male,Latino,No,No,Urban,4
2886,55,Female,White,No,Yes,Urban,3
2887,22,Female,Black,Yes,No,Urban,4
2888,64,Female,White,Yes,No,Urban,1
2889,41,Female,White,No,Yes,Urban,1
2890,38,Male,Black,No,Yes,Urban,4
2891,18,Female,Black,Yes,Yes,Urban,3
2892,41,Male,White,No,No,Urban,5
2893,37,Male,White,Yes,No,Urban,5
2894,33,Male,Black,No,Yes,Urban,2
2895,29,Male,White,Yes,Yes,Urban,1
2896,43,Male,White,No,No,Rural,2
2897,23,Female,White,No,Yes,Urban,4
2898,36,Male,White,No,No,Urban,1
2899,21,Female,Latino,No,No,Rural,1
2900,22,Female,Latino,No,Yes,Urban,1
2901,60,Male,Black,No,No,Urban,3
2902,43,Male,White,Yes,Yes,Urban,4
2903,57,Female,White,No,Yes,Urban,4
2904,48,Female,Black,No,Yes,Urban,4
2905,35,Male,White,No,Yes,Urban,1
2906,26,Female,Latino,No,No,Rural,3
2907,51,Female,Black,No,No,Rural,4
2908,48,Male,Latino,No,Yes,Urban,5
2909,56,Female,White,Yes,Yes,Urban,1
2910,34,Male,White,No,No,Urban,2
2911,64,Male,Black,No,No,Rural,5
2912,53,Male,Latino,Yes,Yes,Urban,5
2913,54,Female,Black,No,Yes,Urban,3
2914,26,Male,White,No,No,Urban,2
2915,53,Female,Latino,Yes,Yes,Rural,3
2916,60,Male,Latino,Yes,Yes,Urban,5
2917,24,Female,White,Yes,No,Urban,1
2918,19,Male,Latino,No,No,Urban,1
2919,19,Female,White,No,Yes,Urban,1
2920,38,Male,Latino,No,No,Urban,1
2921,58,Male,Latino,No,Yes,Urban,1
2922,29,Female,White,No,Yes,Urban,5
2923,29,Male,White,No,Yes,Rural,3
2924,59,Male,Latino,Yes,Yes,Rural,4
2925,21,Male,White,No,No,Urban,2
2926,53,Female,White,No,Yes,Urban,5
2927,56,Female,White,Yes,No,Rural,4
2928,22,Male,White,No,Yes,Urban,5
2929,43,Male,Latino,No,Yes,Rural,4
2930,49,Male,White,Yes,Yes,Urban,2
2931,31,Male,Others,No,Yes,Urban,2
2932,30,Female,White,No,No,Urban,1
2933,41,Male,White,No,No,Urban,1
2934,35,Male,White,No,Yes,Urban,4
2935,30,Male,White,No,Yes,Urban,4
2936,64,Male,White,Yes,No,Rural,3
2937,64,Male,White,No,Yes,Urban,4
2938,49,Male,Latino,No,No,Urban,1
2939,57,Male,Black,No,No,Urban,5
2940,41,Female,White,No,Yes,Rural,4
2941,35,Female,Asian,Yes,No,Urban,5
2942,31,Male,Latino,Yes,No,Urban,2
2943,49,Male,White,No,No,Urban,4
2944,43,Female,White,No,No,Urban,5
2945,22,Female,Black,Yes,Yes,Urban,5
2946,19,Male,Black,No,No,Urban,1
2947,49,Female,White,Yes,Yes,Urban,3
2948,19,Female,White,Yes,Yes,Urban,2
2949,58,Female,White,Yes,Yes,Rural,4
2950,24,Female,Asian,No,Yes,Urban,5
2951,32,Male,Latino,No,No,Rural,5
2952,56,Male,White,No,No,Urban,3
2953,57,Male,Black,No,Yes,Urban,3
2954,47,Female,Latino,Yes,No,Urban,2
2955,40,Male,White,No,Yes,Urban,2
2956,44,Male,Latino,No,No,Urban,1
2957,30,Female,Latino,No,No,Urban,2
2958,45,Female,White,No,Yes,Urban,3
2959,44,Male,White,No,Yes,Urban,4
2960,47,Male,White,No,No,Urban,4
2961,19,Male,White,Yes,No,Urban,4
2962,47,Female,Latino,Yes,Yes,Urban,1
2963,20,Female,White,Yes,No,Urban,1
2964,39,Male,Latino,No,No,Rural,1
2965,46,Male,White,No,Yes,Urban,2
2966,31,Female,Latino,No,No,Urban,5
2967,62,Male,White,No,No,Urban,1
2968,32,Female,Latino,No,No,Urban,5
2969,31,Female,White,Yes,Yes,Urban,4
2970,51,Female,White,Yes,No,Urban,1
2971,20,Female,White,No,No,Urban,4
2972,61,Female,White,No,No,Urban,2
2973,34,Female,White,No,No,Urban,3
2974,52,Male,Latino,No,No,Urban,4
2975,50,Male,White,No,No,Urban,2
2976,54,Male,Latino,No,No,Urban,4
2977,50,Female,Latino,Yes,Yes,Urban,5
2978,40,Male,White,Yes,No,Rural,5
2979,45,Female,White,No,Yes,Urban,3
2980,34,Female,White,No,Yes,Urban,5
2981,29,Male,White,No,Yes,Urban,2
2982,26,Female,White,Yes,Yes,Urban,2
2983,26,Female,White,No,Yes,Urban,2
2984,28,Female,Black,No,No,Urban,1
2985,47,Male,Latino,No,Yes,Urban,3
2986,35,Female,White,No,Yes,Urban,4
2987,34,Female,White,No,Yes,Urban,3
2988,35,Female,Black,No,Yes,Urban,4
2989,64,Female,White,No,No,Urban,4
2990,54,Male,White,No,No,Urban,1
2991,31,Male,Black,No,Yes,Urban,5
2992,32,Male,White,No,Yes,Urban,3
2993,18,Female,White,Yes,No,Rural,5
2994,25,Female,White,No,No,Urban,5
2995,28,Female,White,Yes,No,Urban,1
2996,64,Male,Latino,No,Yes,Urban,3
2997,45,Female,White,No,Yes,Urban,3
2998,50,Male,White,Yes,No,Rural,4
2999,54,Male,Latino,No,Yes,Urban,3
3000,27,Female,White,No,Yes,Urban,2
3001,21,Female,White,Yes,No,Urban,5
3002,38,Male,Black,No,No,Urban,1
3003,31,Male,Latino,No,Yes,Urban,3
3004,33,Female,Latino,No,No,Urban,2
3005,26,Male,Black,No,No,Urban,4
3006,58,Male,White,No,Yes,Urban,4
3007,58,Male,Latino,No,Yes,Urban,2
3008,64,Male,White,No,Yes,Urban,1
3009,19,Female,White,No,Yes,Rural,4
3010,48,Female,White,No,No,Rural,4
3011,50,Female,White,No,Yes,Urban,3
3012,54,Male,White,Yes,Yes,Urban,4
3013,30,Male,White,No,Yes,Urban,3
3014,42,Female,Latino,Yes,Yes,Urban,1
3015,19,Female,Black,Yes,Yes,Urban,3
3016,51,Female,White,No,Yes,Urban,4
3017,48,Male,White,No,Yes,Urban,4
3018,57,Male,White,No,No,Urban,1
3019,59,Female,White,No,Yes,Urban,4
3020,62,Female,Black,No,Yes,Urban,1
3021,45,Male,White,Yes,Yes,Urban,2
3022,46,Female,White,No,No,Urban,3
3023,63,Male,White,No,Yes,Urban,1
3024,47,Male,White,No,No,Urban,1
3025,50,Female,Others,No,Yes,Urban,2
3026,35,Female,White,Yes,Yes,Urban,3
3027,26,Male,Black,No,Yes,Urban,1
3028,63,Female,White,Yes,No,Urban,4
3029,53,Male,Black,No,No,Urban,5
3030,56,Male,White,Yes,No,Urban,1
3031,52,Male,Black,No,Yes,Urban,2
3032,45,Female,White,No,Yes,Urban,4
3033,46,Female,White,Yes,Yes,Urban,1
3034,26,Female,Black,Yes,No,Urban,3
3035,30,Female,White,No,Yes,Rural,1
3036,30,Male,White,No,Yes,Urban,1
3037,55,Male,White,Yes,No,Rural,2
3038,52,Male,White,No,Yes,Urban,3
3039,44,Female,White,Yes,Yes,Urban,2
3040,48,Female,Others,No,No,Urban,4
3041,30,Male,White,No,Yes,Rural,3
3042,37,Male,White,No,No,Rural,3
3043,55,Male,Asian,No,Yes,Urban,1
3044,45,Female,White,No,Yes,Urban,3
3045,58,Male,Latino,Yes,No,Urban,3
3046,56,Female,White,No,No,Urban,5
3047,59,Male,White,No,Yes,Rural,1
3048,57,Female,White,Yes,Yes,Urban,3
3049,27,Female,Latino,Yes,No,Rural,3
3050,54,Male,Latino,No,Yes,Rural,3
3051,18,Female,White,Yes,No,Urban,5
3052,19,Male,White,No,No,Rural,1
3053,18,Female,White,Yes,Yes,Urban,2
3054,44,Male,White,No,No,Urban,5
3055,51,Male,White,No,No,Urban,3
3056,32,Male,White,Yes,Yes,Urban,3
3057,42,Female,White,Yes,No,Urban,3
3058,53,Female,White,No,Yes,Urban,1
3059,53,Male,Latino,No,No,Urban,5
3060,47,Male,White,No,No,Rural,2
3061,20,Male,White,No,Yes,Urban,5
3062,21,Male,Asian,No,No,Urban,3
3063,63,Male,White,No,Yes,Rural,1
3064,22,Male,White,No,Yes,Urban,4
3065,53,Male,Black,No,No,Rural,1
3066,28,Male,White,No,No,Urban,2
3067,41,Male,White,Yes,No,Urban,2
3068,20,Female,Latino,No,No,Urban,5
3069,51,Male,White,Yes,Yes,Urban,3
3070,24,Male,Latino,No,Yes,Rural,2
3071,28,Male,White,No,No,Rural,1
3072,29,Female,Asian,Yes,Yes,Urban,4
3073,41,Female,Asian,Yes,No,Urban,5
3074,36,Male,Black,No,Yes,Urban,3
3075,25,Male,White,Yes,No,Urban,5
3076,22,Male,White,No,No,Urban,3
3077,18,Female,White,No,Yes,Urban,3
3078,48,Female,White,No,Yes,Urban,3
3079,18,Female,Latino,No,No,Urban,3
3080,37,Male,Latino,Yes,No,Rural,2
3081,43,Male,White,No,Yes,Rural,1
3082,37,Female,White,No,No,Urban,4
3083,49,Male,Black,No,Yes,Rural,5
3084,63,Female,White,No,Yes,Urban,1
3085,42,Female,Others,Yes,No,Urban,2
3086,64,Male,Black,No,No,Urban,4
3087,47,Male,White,Yes,No,Urban,5
3088,41,Female,White,Yes,No,Rural,4
3089,36,Female,White,No,No,Urban,2
3090,36,Female,Latino,No,Yes,Rural,3
3091,39,Male,White,Yes,No,Rural,5
3092,40,Male,Black,No,No,Urban,5
3093,38,Female,Latino,No,No,Urban,2
3094,64,Female,Latino,No,Yes,Rural,5
3095,62,Female,White,No,No,Urban,4
3096,49,Male,White,No,No,Urban,3
3097,47,Male,White,Yes,Yes,Urban,3
3098,34,Male,White,No,No,Urban,2
3099,55,Male,Black,No,Yes,Urban,2
3100,58,Female,Latino,No,No,Urban,5
3101,18,Male,Latino,No,No,Urban,3
3102,39,Male,White,No,Yes,Urban,3
3103,37,Female,Latino,No,No,Urban,4
3104,43,Female,Black,Yes,No,Urban,2
3105,59,Male,Black,No,Yes,Urban,5
3106,32,Female,Latino,No,Yes,Urban,1
3107,58,Male,Asian,No,Yes,Urban,4
3108,27,Male,Asian,No,No,Urban,4
3109,40,Male,Latino,No,No,Urban,2
3110,58,Male,White,No,Yes,Urban,5
3111,57,Female,White,No,No,Urban,2
3112,26,Female,White,No,No,Urban,1
3113,31,Male,White,No,Yes,Rural,3
3114,30,Female,Latino,No,Yes,Urban,3
3115,25,Male,Black,No,Yes,Urban,3
3116,36,Male,Others,No,Yes,Urban,4
3117,47,Male,White,No,No,Urban,5
3118,45,Female,White,No,No,Urban,2
3119,44,Female,White,No,No,Rural,3
3120,24,Female,Latino,Yes,Yes,Urban,3
3121,61,Male,Black,No,No,Urban,2
3122,59,Female,Latino,No,Yes,Urban,5
3123,61,Male,White,Yes,No,Rural,1
3124,43,Male,White,No,No,Urban,1
3125,20,Female,White,Yes,Yes,Urban,2
3126,22,Male,Latino,Yes,Yes,Urban,4
3127,37,Female,White,No,No,Urban,2
3128,46,Female,White,No,Yes,Urban,1
3129,62,Female,Asian,Yes,Yes,Urban,3
3130,36,Female,Latino,No,No,Urban,2
3131,42,Female,Latino,Yes,Yes,Urban,3
3132,30,Female,Latino,No,No,Urban,1
3133,32,Female,White,No,Yes,Urban,2
3134,41,Female,Latino,No,Yes,Urban,5
3135,29,Female,Latino,Yes,No,Rural,5
3136,26,Male,White,No,No,Urban,3
3137,38,Male,White,Yes,Yes,Urban,4
3138,60,Male,White,Yes,Yes,Urban,4
3139,33,Female,White,No,No,Urban,4
3140,37,Female,White,No,No,Rural,4
3141,57,Male,White,Yes,Yes,Rural,5
3142,62,Male,Latino,No,Yes,Urban,2
3143,45,Female,White,No,Yes,Urban,1
3144,55,Female,White,Yes,Yes,Rural,2
3145,30,Female,White,No,Yes,Urban,1
3146,55,Male,White,No,Yes,Rural,3
3147,26,Female,White,Yes,No,Urban,4
3148,46,Female,White,No,No,Urban,5
3149,45,Male,White,Yes,No,Urban,1
3150,35,Male,Black,No,No,Urban,2
3151,61,Female,Latino,No,No,Urban,2
3152,36,Female,Black,No,No,Urban,5
3153,62,Male,Latino,Yes,No,Urban,5
3154,64,Male,Black,No,Yes,Rural,4
3155,40,Male,White,No,Yes,Urban,1
3156,38,Female,Latino,Yes,Yes,Urban,3
3157,50,Female,Black,No,Yes,Urban,4
3158,41,Female,White,Yes,Yes,Urban,4
3159,22,Male,Black,No,No,Urban,1
3160,53,Female,White,Yes,No,Urban,5
3161,49,Female,White,Yes,Yes,Rural,4
3162,37,Male,White,Yes,No,Urban,1
3163,51,Female,Latino,No,Yes,Urban,3
3164,34,Male,Latino,No,Yes,Urban,1
3165,28,Female,White,No,Yes,Urban,3
3166,20,Female,White,No,Yes,Urban,3
3167,64,Female,White,Yes,No,Urban,3
3168,58,Male,White,Yes,Yes,Urban,5
3169,53,Female,Black,No,No,Urban,5
3170,62,Female,Black,No,No,Urban,5
3171,63,Male,Black,No,No,Urban,5
3172,37,Female,White,Yes,No,Rural,4
3173,62,Male,White,No,No,Urban,1
3174,18,Male,White,No,Yes,Urban,4
3175,30,Female,White,No,No,Urban,4
3176,29,Male,Latino,No,No,Urban,5
3177,57,Male,Latino,No,Yes,Urban,4
